MD,INC,AZI,CL,TVD,NS,EW,VSEC,DOGLEG,TF,BUILD,TURN
2300.0,55.625,121.5,100.0,2088.681808,-339.421544,553.885621,649.612397,1.2375,0.0,1.2375,0.0
2400.0,59.75,121.5,100.0,2142.123939,-383.570725,625.930536,734.108669,1.2375,0.0,1.2375,0.0
2500.0,63.875,121.5,100.0,2189.349586,-429.614144,701.066567,822.230287,1.2375,0.0,1.2375,0.0
2600.0,68.0,121.5,100.0,2230.114073,-477.313249,778.904432,913.520691,1.2375,0.0,1.2375,0.0
2700.0,71.4167,121.5,100.0,2264.788831,-526.313191,858.865071,1007.300742,1.02501,0.0,1.02501,0.0
2800.0,74.8333,121.5,100.0,2293.812998,-576.305779,940.445559,1102.980598,1.02498,0.0,1.02498,0.0
2900.0,78.25,121.5,100.0,2317.083395,-627.113292,1023.355885,1200.220125,1.02501,0.0,1.02501,0.0
3000.0,81.6667,121.5,100.0,2334.517213,-678.555124,1107.301325,1298.673662,1.02501,0.0,1.02501,0.0
3100.0,85.0833,121.5,100.0,2346.052562,-730.448394,1191.983445,1397.991198,1.02498,0.0,1.02498,0.0
3200.0,88.5,121.5,100.0,2351.648434,-782.608626,1277.101207,1497.819667,1.02501,0.0,1.02501,0.0
3300.0,88.5208,121.5125,100.0,2354.247984,-834.850122,1362.33071,1597.785872,0.007279,31.004248,0.00624,0.00375
3400.0,88.5417,121.525,100.0,2356.811156,-887.110702,1447.549615,1697.753011,0.007305,30.883058,0.00627,0.00375
3500.0,88.5625,121.5375,100.0,2359.337949,-939.390357,1532.757906,1797.721069,0.00728,31.004248,0.00624,0.00375
3600.0,88.5833,121.55,100.0,2361.828451,-991.689077,1617.955565,1897.690026,0.00728,31.004248,0.00624,0.00375
3700.0,88.6042,121.5625,100.0,2364.282574,-1044.006854,1703.142579,1997.65987,0.007305,30.883058,0.00627,0.00375
3800.0,88.625,121.575,100.0,2366.700318,-1096.343679,1788.318932,2097.630584,0.00728,31.004248,0.00624,0.00375
3900.0,88.6458,121.5875,100.0,2369.081769,-1148.699541,1873.484607,2197.60215,0.00728,31.004248,0.00624,0.00375
4000.0,88.6667,121.6,100.0,2371.42684,-1201.074433,1958.63959,2297.574556,0.007305,30.883058,0.00627,0.00375
4100.0,88.6875,121.6125,100.0,2373.735531,-1253.468345,2043.783866,2397.547786,0.00728,31.004248,0.00624,0.00375
4200.0,88.7083,121.625,100.0,2376.007929,-1305.881267,2128.917418,2497.521823,0.00728,31.004248,0.00624,0.00375
4300.0,88.7292,121.6375,100.0,2378.243946,-1358.313192,2214.040231,2597.496655,0.007305,30.883058,0.00627,0.00375
4400.0,88.75,121.65,100.0,2380.443582,-1410.76411,2299.152291,2697.472266,0.00728,31.004248,0.00624,0.00375
4500.0,88.7708,121.6625,100.0,2382.606923,-1463.234011,2384.25358,2797.448642,0.00728,31.004248,0.00624,0.00375
4600.0,88.7917,121.675,100.0,2384.733883,-1515.722886,2469.344084,2897.425767,0.007305,30.883058,0.00627,0.00375
4700.0,88.8125,121.6875,100.0,2386.824461,-1568.230727,2554.423788,2997.403626,0.00728,31.004248,0.00624,0.00375
4800.0,88.8333,121.7,100.0,2388.878744,-1620.757524,2639.492674,3097.382206,0.00728,31.004248,0.00624,0.00375
4900.0,88.8542,121.7125,100.0,2390.896644,-1673.303268,2724.550729,3197.361491,0.007305,30.883058,0.00627,0.00375
5000.0,88.875,121.725,100.0,2392.878161,-1725.86795,2809.597937,3297.341467,0.00728,31.004248,0.00624,0.00375
5100.0,88.8958,121.7375,100.0,2394.823382,-1778.45156,2894.634282,3397.322118,0.00728,31.004248,0.00624,0.00375
5200.0,88.9167,121.75,100.0,2396.73222,-1831.05409,2979.659749,3497.303433,0.007305,30.883058,0.00627,0.00375
5300.0,88.9375,121.7625,100.0,2398.604674,-1883.67553,3064.674323,3597.285394,0.00728,31.004248,0.00624,0.00375
5400.0,88.9583,121.775,100.0,2400.440832,-1936.315871,3149.677987,3697.267988,0.00728,31.004248,0.00624,0.00375
5500.0,88.9792,121.7875,100.0,2402.240606,-1988.975104,3234.670727,3797.2512,0.007306,30.883058,0.00627,0.00375
5600.0,89.0,121.8,100.0,2404.003995,-2041.65322,3319.652528,3897.235016,0.00728,31.004248,0.00624,0.00375
